109,cornuted,"1. Bearing horns; horned; horn-shaped. 2. Cuckolded. [R.] ""My being cornuted."" LEstrange."
110,stative,"Of or pertaining to a fixed camp, or military posts or quarters. [Obs. or R.]"
111,there-anent,Concerning that. [Scot.]
112,tenebrose,Characterized by darkness or gloom; tenebrous.
113,omohyoid,"Of or pertaining to the shoulder and the hyoid bone; as, the omohyoid muscle."
114,impasture,To place in a pasture; to foster. [R.] T. Adams.
115,perlitic,"Relating to or resembling perlite, or pearlstone; as, the perlitic structure of certain rocks. See Pearlite."
116,paramylum,"A substance resembling starch, found in the green frothy scum formed on the surface of stagnant water."
117,underproportioned,Of inadequate or inferior proportions; small; poor. Scanty and underproportioned returns of civility. Collier.
118,ty-all,Something serving to tie or secure. [Obs.] Latimer.
119,bombardo,"Originally, a deep-toned instrument of the oboe or bassoon family; thence, a bass reed stop on the organ. The name bombardon is now given to a brass instrument, the lowest of the saxhorns, in tone resembling the ophicleide. Grove."
120,unmechanize,"1. To undo the mechanism of; to unmake; as, to unmechanize a structure. [Obs.] Sterne."
121,liverwort,"1. A ranunculaceous plant (Anemone Hepatica) with pretty white or bluish flowers and a three-lobed leaf; -- called also squirrel cups. 2. A flowerless plant (Marchantia polymorpha), having an irregularly lobed, spreading, and forking frond. Note: From this plant many others of the same order (Hepaticæ) have been vaguely called liverworts, esp. those of the tribe Marchantiaceæ. See Illust. of Hepatica."
122,labellum,"1. (Bot.)  The lower or apparently anterior petal of an orchidaceous flower, often of a very curious shape. 2. (Zoöl.)  A small appendage beneath the upper lip or labrum of certain insects."
123,melodrame,Melodrama.
124,disgraduate,To degrade; to reduce in rank. [Obs.] Tyndale.
125,parasitical,"1. Of the nature of a parasite; fawning for food or favors; sycophantic. ""Parasitic preachers."" Milton. 2. (Bot. & Zoöl.)  Of or pertaining to parasites; living on, or deriving nourishment from, some other living animal or plant. See Parasite, 2 & 3. Parasitic gull, Parasitic jager. (Zoöl.) See Jager. -- Par`a*sit""ic*al*ly, adv. -- Par`a*sit""ic*al*ness, n."
126,were,"To wear. See 3d Wear. [Obs.] Chaucer.

A weir. See Weir. [Obs.] Chaucer. Sir P. Sidney.

To guard; to protect. [Obs.] Chaucer.

The imperfect indicative plural, and imperfect subjunctive singular and plural, of the verb be. See Be.

1. A man. [Obs.] 2. A fine for slaying a man; the money value set upon a man's life; weregild. [Obs.] Every man was valued at a certain sum, which was called his were. Bosworth."
127,chevet,The extreme end of the chancel or choir; properly the round or polygonal part.
128,whitebeam,"The common beam tree of England (Pyrus Aria); -- so called from the white, woolly under surface of the leaves."
129,tlinkit,"The Indians of a seafaring group of tribes of southern Alaska comprising the Koluschan stock. Previous to deterioration from contact with the whites they were the foremost traders of the northwest. They built substantial houses of cedar adorned with  totem poles, and were expert stone carvers and copper workers. Slavery, the potlatch, and the use of immense labrets were characteristic. Many now work in the salmon industry."
130,bivouac,"(a) The watch of a whole army by night, when in danger of surprise or attack. (b) An encampment for the night without tents or covering.

(a) To watch at night or be on guard, as a whole army. (b) To encamp for the night without tents or covering."
131,permeate,"1. To pass through the pores or interstices of; to penetrate and pass through without causing rupture or displacement; -- applied especially to fluids which pass through substances of loose texture; as, water permeates sand. Woodward. 2. To enter and spread through; to pervade. God was conceived to be diffused throughout the whole world, to permeate and pervade all things. Cudworth."
132,zincograph,"A zinc plate prepared for printing by zincography; also, a print from such a plate."
133,preceptory,"Preceptive. ""A law preceptory."" Anderson (1573).

A religious house of the Knights Templars, subordinate to the temple or principal house of the order in London. See Commandery, n., 2."
134,albugineous,"Of the nature of, or resembling, the white of the eye, or of an egg; albuminous; -- a term applied to textures, humors, etc., which are perfectly white."
135,romant,A romaunt. [Obs.]
136,eu,"A prefix used frequently in composition, signifying well, good, advantageous; -- the opposite of dys-."
137,deletive,Adapted to destroy or obliterate. [R.] Evelyn.
138,replicated,"Folded over or backward; folded back upon itself; as, a replicate leaf or petal; a replicate margin of a shell."
139,squamozygomatic,"Of or pertaining to both the squamosal and zygomatic bones; -- applied to a bone, or a center of ossification, in some fetal skulls. -- n.  A squamozygomatic bone."
140,breton,"Of or relating to Brittany, or Bretagne, in France. -- n.  A native or inhabitant of Brittany, or Bretagne, in France; also, the ancient language of Brittany; Armorican."
141,lid,"1. That which covers the opening of a vessel or box, etc. ; a movable cover; as, the lid of a chest or trunk. 2. The cover of the eye; an eyelid. Shak. Tears, big tears, gushed from the rough soldier's lid. Byron. 3. (Bot.) (a) The cover of the spore cases of mosses. (b) A calyx which separates from the flower, and falls off in a single piece, as in the Australian Eucalypti. (c) The top of an ovary which opens transversely, as in the fruit of the purslane and the tree which yields Brazil nuts."
142,slimsy,Flimsy; frail. [Colloq. U.S.]
143,sociableness,The quality of being sociable.
144,frogged,"Provided or ornamented with frogs; as, a frogged coat. See Frog, n., 4. Ld. Lytton."
145,fondant,"A kind of soft sweetmeat made by boiling solutions to the point of crystallization, usually molded; as, cherry fondant."
146,isomeride,An isomer. [R.]
147,ethiopic,"Of or relating to Ethiopia or the Ethiopians.

The language of ancient Ethiopia; the language of the ancient Abyssinian empire (in Ethiopia), now used only in the Abyssinian church. It is of Semitic origin, and is also called Geez."
148,entrant edge,#NAME?
149,gemmulation,See Gemmation.
150,acidification,"The act or process of acidifying, or changing into an acid."
151,daddock,The rotten body of a tree. [Prov. Eng.] Wright.
152,vegetation,"1. The act or process of vegetating, or growing as a plant does; vegetable growth. 2. The sum of vegetable life; vegetables or plants in general; as, luxuriant vegetation. 3. (Med.)  An exuberant morbid outgrowth upon any part, especially upon the valves of the heart. Vegetation of salts (Old Chem.), a crystalline growth of an arborescent form."
153,rathskeller,"Orig., in Germany, the cellar or basement of the city hall, usually rented for use as a restaurant where beer is sold; hence, a beer saloon of the German type below the street level, where, usually, drinks are served only at tables and simple food may also be had; -- sometimes loosely used, in English, of what are essentially basement restaurants where liquors are served."
154,maying,"The celebrating of May Day. ""He met her once a-Maying."" Milton."
155,subpurchaser,A purchaser who buys from a purchaser; one who buys at second hand.
156,rightfully,According to right or justice.
157,iceland moss,"A kind of lichen (Cetraria Icelandica) found from the Arctic regions to the North Temperate zone. It furnishes a nutritious jelly and other forms of food, and is used in pulmonary complaints as a demulcent."
158,renovator,"One who, or that which, renovates. Foster."
159,gyreful,Abounding in gyres. [Obs.]
160,topsman,1. The chief drover of those who drive a herd of cattle. P. Cyc. 2. The uppermost sawyer in a saw pit; a topman. Simmonds.
161,aeriality,The state of being aërial; [R.] De Quincey.
162,dormer window,"A window pierced in a roof, and so set as to be vertical while the roof slopes away from it. Also, the gablet, or houselike structure, in which it is contained."
163,expound,"1. To lay open; to expose to view; to examine. [Obs.] He expounded both his pockets. Hudibras. 2. To lay open the meaning of; to explain; to clear of obscurity; to interpret; as, to expound a text of Scripture, a law, a word, a meaning, or a riddle. Expound this matter more fully to me. Bunyan."
164,marrubium,"A genus of bitter aromatic plants, sometimes used in medicine; hoarhound."
165,pickpocket,One who steals purses or other articles from pockets. Bentley.
166,silkness,Silkiness. [Obs.] B. Jonson.
167,caul,"1. A covering of network for the head, worn by women; also, a net. Spenser. 2. (Anat.)  The fold of membrane loaded with fat, which covers more or less of the intestines in mammals; the great omentum See Omentum. The caul serves for warming of the lower belly. Ray. 3. A part of the amnion, one of the membranes enveloping the fetus, which sometimes is round the head of a child at its birth. It is deemed lucky to be with a caul or membrane over the face. This caul is esteemed an infallible preservative against drowning . . . According to Chysostom, the midwives frequently sold it for magic uses. Grose. I was born with a caul, which was advertised for sale, in the newspapers, at the low price of fifteen guineas. Dickens."
168,yive,To give. [Obs.] Chaucer.
169,sparrowwort,An evergreen shrub of the genus Erica (E. passerina).
170,abomasus,"The fourth or digestive stomach of a ruminant, which leads from the third stomach omasum. See Ruminantia."
